0	0.08493	2.39	0.0042465
15	0.48751	2.39	0.0243755
30	0.85367	2.39	0.0426835
45	0.54387	2.39	0.0271935
60	0.09625	2.39	0.0048125
75	0.16319	2.39	0.0081595
90	0.35938	2.39	0.017969
105	0.32495	2.39	0.0162475
120	0.12862	2.39	0.006431
135	0.12667	2.39	0.0063335
150	0.44473	2.39	0.0222365
165	1	2.39	0.05
