1.49717	0
1.49822	0
1.49918	0
1.7387	0
1.79954	0
1.80833	0
1.83569	0
1.85943	0
1.86136	0
1.8767	0
1.88032	0
1.89928	0
1.92863	0
1.94537	0
1.9579	0
1.97307	0
1.98688	0
2.01268	0
2.05611	0
2.10416	0
2.1504	0
2.2134	0
2.21949	0
2.24704	0
2.25554	0
2.2806	0
2.34548	0
2.40229	0
2.44851	0
2.48215	0
2.5074	0
2.53475	0
2.54556	0
2.56629	0
2.57608	0
2.6104	0
2.64816	0
2.67751	0
2.68952	0
2.70055	0
2.71939	0
2.73823	0
2.76127	0
2.78203	0
2.79693	0
2.83679	0
2.87244	0
2.90599	0
2.93745	0
2.96469	0
2.96913	0
2.99194	0
3.0026	0
3.01918	0
3.05637	0
3.06325	0
3.11365	0
3.21305	0
3.22069	0
3.26896	0
3.27323	0
3.31727	0
3.35511	0
3.39504	0
3.43916	0
3.48119	0
3.4865	0
3.49757	0
3.51273	0
3.53379	0
3.56538	0
3.58644	0
3.60749	0
3.63064	0
3.65589	0
3.66493	0
3.67179	0
3.69373	0
3.72162	0
3.72947	0
3.75682	0
3.78207	0
3.80313	0
3.8201	0
3.82628	0
3.84314	0
3.8621	0
3.87432	0
3.89914	0
3.92453	0
3.9393	0
3.95698	0
3.96431	0
3.96474	0
3.96648	0
3.97075	0
3.97639	0
3.98378	0
3.98794	0
3.98939	0
3.99225	0
4.00281	0
4.01535	0
4.02788	0
4.03831	0
4.04875	0
4.06548	0
4.08012	0
4.09686	0
4.1157	0
4.13664	0
4.16178	0
4.16806	0
4.18693	0
4.20041	0
4.20567	0
4.22259	0.143
4.25839	1.969
4.2688	2.498
4.31502	4.869
4.34369	6.376
4.36751	7.663
4.37735	8.205
4.4039	9.708
4.41373	10.28
4.45785	12.971
4.49745	15.583
4.49996	15.756
4.50405	16.038
4.5376	18.448
4.56274	20.368
4.58999	22.569
4.61724	24.907
4.64449	27.398
4.64593	27.534
4.64882	27.81
4.65078	27.997
4.65251	28.163
4.69065	32.016
4.70392	33.448
4.72639	35.993
4.75	38.849
4.75584	39.586
4.78109	42.913
4.80424	46.145
4.8253	49.21
4.83796	51.102
4.84377	51.982
4.85482	53.666
4.85633	53.899
4.86116	54.641
4.86929	55.897
4.87382	56.6
4.88858	58.897
4.89953	60.604
4.90334	61.199
4.91059	62.326
4.9202	63.817
4.93916	66.721
4.96641	70.769
4.9686	71.087
4.98581	73.525
4.9982	75.236
5.00015	75.502
5.01728	77.815
5.02121	78.339
5.04645	81.688
5.0655	84.22
5.07374	85.327
5.0907	87.647
5.09888	88.793
5.09913	88.828
5.11339	90.884
5.13457	94.124
5.15074	96.8
5.16192	98.781
5.18297	102.836
5.18932	104.144
5.20827	108.296
5.22303	111.791
5.25458	120.045
5.25885	121.244
5.27247	125.194
5.27345	125.488
5.28462	128.878
5.28513	129.034
5.29869	133.307
5.3491	149.853
5.37325	157.494
5.37959	159.4
5.38104	159.829
5.39112	162.732
5.39288	163.225
5.42896	172.396
5.4605	179.371
5.48994	185.348
5.50723	188.721
5.52238	191.639
5.52326	191.808
5.52358	191.87
5.52871	192.85
5.55932	198.664
5.59926	206.208
5.62071	210.282
5.63499	213.013
5.64815	215.538
5.65784	217.4
5.65971	217.76
5.66654	219.071
5.69179	223.912
5.72123	229.523
5.75278	235.491
5.75778	236.433
5.76924	238.589
5.7906	242.593
5.79657	243.708
5.8214	248.336
5.82626	249.238
5.84718	253.115
5.86181	255.816
5.87435	258.123
5.88899	260.808
5.90181	263.152
5.90436	263.616
5.9075	264.188
5.91413	265.395
5.96451	274.48
5.9951	279.905
5.99627	280.112
5.99985	280.741
6.00017	280.797
6.02623	285.333
6.03372	286.621
6.05923	290.947
6.08201	294.737
6.13451	303.225
6.18491	311.21
6.20726	314.81
6.2353	319.467
6.24546	321.168
6.24715	321.452
6.25129	322.143
6.25217	322.288
6.28568	327.668
6.32489	332.761
6.32765	333.035
6.3521	334.896
6.35535	335.073
6.37382	335.833
6.42075	336.756
6.42424	336.824
6.42526	336.845
6.43563	337.091
6.44986	337.531
6.46417	338.104
6.51036	340.716
6.54746	343.394
6.55239	343.776
6.60069	347.715
6.64266	351.318
6.67271	353.956
6.68463	355.011
6.69929	356.316
6.74337	360.258
6.77091	362.723
6.77267	362.881
6.77742	363.304
6.78525	364.003
6.78745	364.199
6.83156	368.118
6.86521	371.108
6.89885	374.127
6.93668	377.593
6.94018	377.918
6.96731	380.461
6.97242	380.944
7.00816	384.314
7.046	387.841
7.09012	391.826
7.12029	394.432
7.13632	395.766
7.18881	399.892
7.23708	403.387
7.277	406.092
7.28325	406.502
7.31956	408.824
7.32943	409.439
7.37354	412.112
7.38406	412.733
7.40931	414.203
7.43246	415.524
7.45561	416.822
7.47125	417.685
7.47667	417.982
7.47761	418.034
7.47888	418.102
7.48554	418.465
7.50192	419.349
7.52717	420.688
7.54131	421.426
7.55452	422.107
7.57523	423.157
7.58397	423.593
7.61551	425.123
7.65125	426.76
7.69328	428.507
7.71302	429.239
7.7374	430.045
7.83304	432.265
7.87925	433.186
