0	1	2.39	0.05
15	0.93695	2.39	0.0468475
30	0.7089	2.39	0.035445
45	0.49543	2.39	0.0247715
60	0.32933	2.39	0.0164665
75	0.29106	2.39	0.014553
90	0.33336	2.39	0.016668
105	0.34882	2.39	0.017441
120	0.41176	2.39	0.020588
135	0.49533	2.39	0.0247665
150	0.57695	2.39	0.0288475
165	0.61527	2.39	0.0307635
