0	0.68063	2.39	0.0340315
15	0.86532	2.39	0.043266
30	1	2.39	0.05
45	0.81864	2.39	0.040932
60	0.51661	2.39	0.0258305
75	0.31156	2.39	0.015578
90	0.20845	2.39	0.0104225
105	0.25733	2.39	0.0128665
120	0.23825	2.39	0.0119125
135	0.32395	2.39	0.0161975
