0	0.24934	2.39	0.012467
15	0.6381	2.39	0.031905
30	1	2.39	0.05
45	0.87803	2.39	0.0439015
60	0.66692	2.39	0.033346
75	0.42208	2.39	0.021104
90	0.25514	2.39	0.012757
105	0.2104	2.39	0.01052
120	0.27734	2.39	0.013867
135	0.32356	2.39	0.016178
150	0.42175	2.39	0.0210875
165	0.38489	2.39	0.0192445
