1.49717	3.514
1.49822	4.211
1.49918	4.854
1.7387	161.491
1.79954	198.582
1.80833	203.708
1.83569	219.045
1.85943	231.201
1.86136	232.116
1.8767	238.81
1.88032	240.193
1.89928	245.478
1.92863	239.262
1.94537	222.752
1.9579	208.383
1.97307	192.617
1.98688	180.166
2.01268	160.087
2.05611	132.407
2.10416	108.48
2.1504	91.258
2.2134	76.722
2.21949	75.878
2.24704	73.269
2.25554	72.826
2.2806	72.369
2.34548	75.6
2.40229	81.416
2.44851	86.715
2.48215	90.324
2.5074	92.686
2.53475	94.761
2.54556	95.414
2.56629	96.362
2.57608	96.659
2.6104	96.918
2.64816	95.971
2.67751	94.489
2.68952	93.722
2.70055	92.943
2.71939	91.463
2.73823	89.813
2.76127	87.598
2.78203	85.447
2.79693	83.827
2.83679	79.262
2.87244	75.007
2.90599	70.966
2.93745	67.232
2.96469	64.102
2.96913	63.604
2.99194	61.119
3.0026	60.003
3.01918	58.333
3.05637	54.931
3.06325	54.359
3.11365	50.811
3.21305	47.719
3.22069	47.724
3.26896	48.615
3.27323	48.766
3.31727	51.04
3.35511	54.035
3.39504	58.244
3.43916	64.136
3.48119	70.94
3.4865	71.881
3.49757	73.901
3.51273	76.79
3.53379	81.031
3.56538	87.87
3.58644	92.736
3.60749	97.845
3.63064	103.742
3.65589	110.508
3.66493	113.016
3.67179	114.951
3.69373	121.324
3.72162	129.842
3.72947	132.328
3.75682	141.312
3.78207	150.091
3.80313	157.807
3.8201	164.323
3.82628	166.767
3.84314	173.649
3.8621	181.807
3.87432	187.341
3.89914	199.389
3.92453	213.236
3.9393	222.325
3.95698	234.824
3.96431	240.821
3.96474	241.193
3.96648	242.734
3.97075	246.719
3.97639	252.543
3.98378	344.933
3.98794	340.955
3.98939	339.64
3.99225	337.104
4.00281	328.055
4.01535	317.703
4.02788	307.65
4.03831	299.488
4.04875	291.5
4.06548	279.05
4.08012	268.544
4.09686	256.995
4.1157	244.649
4.13664	231.873
4.16178	218.154
4.16806	215.069
4.18693	206.826
4.20041	202.132
4.20567	200.647
4.22259	197.395
4.25839	199.322
4.2688	202.255
4.31502	224.066
4.34369	238.415
4.36751	247.557
4.37735	250.415
4.4039	255.747
4.41373	257.053
4.45785	260.039
4.49745	260.113
4.49996	260.064
4.50405	259.971
4.5376	258.796
4.56274	257.589
4.58999	256.169
4.61724	254.825
4.64449	253.783
4.64593	253.742
4.64882	253.663
4.65078	253.614
4.65251	253.574
4.69065	253.396
4.70392	253.667
4.72639	254.54
4.75	256.059
4.75584	256.535
4.78109	259.108
4.80424	262.296
4.8253	266.067
4.83796	268.877
4.84377	270.357
4.85482	273.638
4.85633	274.153
4.86116	275.92
4.86929	279.493
4.87382	281.9
4.88858	291.272
4.89953	297.083
4.90334	298.713
4.91059	301.464
4.9202	304.68
4.93916	310.207
4.96641	317.166
4.9686	317.697
4.98581	321.748
4.9982	324.583
5.00015	325.024
5.01728	328.856
5.02121	329.72
5.04645	335.127
5.0655	338.943
5.07374	340.465
5.0907	342.838
5.09888	336.205
5.09913	336.135
5.11339	334.594
5.13457	334.676
5.15074	335.154
5.16192	335.556
5.18297	336.358
5.18932	336.595
5.20827	337.248
5.22303	337.66
5.25458	338.011
5.25885	337.972
5.27247	337.625
5.27345	337.583
5.28462	336.911
5.28513	336.871
5.29869	335.473
5.3491	325.689
5.37325	322.304
5.37959	321.793
5.38104	321.694
5.39112	321.145
5.39288	321.07
5.42896	320.393
5.4605	320.411
5.48994	320.396
5.50723	320.195
5.52238	319.789
5.52326	319.756
5.52358	319.744
5.52871	319.53
5.55932	317.668
5.59926	315.474
5.62071	315.673
5.63499	316.665
5.64815	318.244
5.65784	319.795
5.65971	320.125
5.66654	321.385
5.69179	326.431
5.72123	331.788
5.75278	334.991
5.75778	335.113
5.76924	334.867
5.7906	331.982
5.79657	330.475
5.8214	320.366
5.82626	317.7
5.84718	303.915
5.86181	292.328
5.87435	281.449
5.88899	268.238
5.90181	257.303
5.90436	255.401
5.9075	253.282
5.91413	249.865
5.96451	247.959
5.9951	244.794
5.99627	244.618
5.99985	244.061
6.00017	244.011
6.02623	239.272
6.03372	237.754
6.05923	232.242
6.08201	226.992
6.13451	214.188
6.18491	201.41
6.20726	195.703
6.2353	188.597
6.24546	186.065
6.24715	185.645
6.25129	184.625
6.25217	184.411
6.28568	176.501
6.32489	168.429
6.32765	167.94
6.3521	164.366
6.35535	163.964
6.37382	160.854
6.42075	153.51
6.42424	153.002
6.42526	152.853
6.43563	151.36
6.44986	149.37
6.46417	147.442
6.51036	141.741
6.54746	137.706
6.55239	137.205
6.60069	132.678
6.64266	129.277
6.67271	127.119
6.68463	126.324
6.69929	125.389
6.74337	122.867
6.77091	121.498
6.77267	121.415
6.77742	121.196
6.78525	120.844
6.78745	120.747
6.83156	118.978
6.86521	117.821
6.89885	116.8
6.93668	115.792
6.94018	115.705
6.96731	115.067
6.97242	114.954
7.00816	114.211
7.046	113.515
7.09012	112.802
7.12029	112.368
7.13632	112.152
7.18881	111.513
7.23708	110.999
7.277	110.618
7.28325	110.561
7.31956	110.246
7.32943	110.164
7.37354	109.813
7.38406	109.732
7.40931	109.543
7.43246	109.372
7.45561	109.204
7.47125	109.091
7.47667	109.052
7.47761	109.045
7.47888	109.036
7.48554	108.988
7.50192	108.87
7.52717	108.686
7.54131	108.582
7.55452	108.484
7.57523	108.327
7.58397	108.26
7.61551	108.011
7.65125	107.712
7.69328	107.333
7.71302	107.143
7.7374	106.895
7.83304	105.749
7.87925	105.071
