2.55	0	1	2.39	0.05
2.55	15	1	2.39	0.0449205
2.55	30	1	2.39	0.031049
2.55	45	1	2.39	0.0209565
2.55	60	1	2.39	0.0177635
2.55	75	1	2.39	0.0191755
2.55	90	1	2.39	0.019958
2.55	105	1	2.39	0.015724
2.55	120	1	2.39	0.0100265
2.55	135	1	2.39	0.0072535
2.55	150	1	2.39	0.009298
2.55	165	1	2.39	0.01406
2.97	0	1	2.39	0.025508
2.97	15	1	2.39	0.029117
2.97	30	1	2.39	0.0384805
2.97	45	1	2.39	0.046427
2.97	75	1	2.39	0.0470675
2.97	90	1	2.39	0.039989
2.97	105	1	2.39	0.02982
2.97	120	1	2.39	0.0196535
2.97	135	1	2.39	0.010931
2.97	150	1	2.39	0.0067355
2.97	165	1	2.39	0.003568
4.36	0	1	2.39	0.0364975
4.36	15	1	2.39	0.0305695
4.36	30	1	2.39	0.0113535
4.36	45	1	2.39	0.0031065
4.36	60	1	2.39	0.004565
4.36	75	1	2.39	0.0093975
4.36	90	1	2.39	0.0144445
4.36	105	1	2.39	0.0140045
4.36	120	1	2.39	0.008502
4.36	135	1	2.39	0.0127045
4.36	150	1	2.39	0.0287225
4.36	165	1	2.39	0.05
5.01	0	1	2.39	0.0042465
5.01	15	1	2.39	0.0243755
5.01	30	1	2.39	0.0426835
5.01	45	1	2.39	0.0271935
5.01	60	1	2.39	0.0048125
5.01	75	1	2.39	0.0081595
5.01	90	1	2.39	0.017969
5.01	105	1	2.39	0.0162475
5.01	120	1	2.39	0.006431
5.01	135	1	2.39	0.0063335
5.01	150	1	2.39	0.0222365
5.01	165	1	2.39	0.05
5.26	0	1	2.39	0.024473
5.26	15	1	2.39	0.037804
5.26	30	1	2.39	0.0499595
5.26	45	1	2.39	0.032642
5.26	64	1	2.39	0.0112445
5.26	75	1	2.39	0.0068195
5.26	90	1	2.39	0.012528
5.26	105	1	2.39	0.0149525
5.26	120	1	2.39	0.011723
5.26	135	1	2.39	0.010068
5.26	150	1	2.39	0.0161835
5.26	165	1	2.39	0.025457
6.37	0	1	2.39	0.05
6.37	15	1	2.39	0.05
6.37	30	1	2.39	0.04166
6.37	45	1	2.39	0.019176
6.37	60	1	2.39	0.008993
6.37	75	1	2.39	0.010172
6.37	90	1	2.39	0.008946
6.37	105	1	2.39	0.0117305
6.37	120	1	2.39	0.013314
6.37	135	1	2.39	0.015699
6.37	150	1	2.39	0.0253055
6.37	165	1	2.39	0.0300985
