0	1	2.39	0.05
15	1	2.39	0.05
30	0.8332	2.39	0.04166
45	0.38352	2.39	0.019176
60	0.17986	2.39	0.008993
75	0.20344	2.39	0.010172
90	0.17892	2.39	0.008946
105	0.23461	2.39	0.0117305
120	0.26628	2.39	0.013314
135	0.31398	2.39	0.015699
150	0.50611	2.39	0.0253055
165	0.60197	2.39	0.0300985
